arxiv_id,title,abstract,authors,published,updated,primary_category,all_categories,comments,journal_ref,doi,abstract_url,pdf_url,collection_query,collection_year
2501.01154,Quantum Computing for Partition Function Estimation of a Markov Random Field in a Radar Anomaly Detection Problem,"In probability theory, the partition function is a factor used to reduce any probability function to a density function with total probability of one. Among other statistical models used to represent joint distribution, Markov random fields (MRF) can be used to efficiently represent statistical dependencies between variables. As the number of terms in the partition function scales exponentially with the number of variables, the potential of each configuration cannot be computed exactly in a reasonable time for large instances. In this paper, we aim to take advantage of the exponential scalability of quantum computing to speed up the estimation of the partition function of a MRF representing the dependencies between operating variables of an airborne radar. For that purpose, we implement a quantum algorithm for partition function estimation in the one clean qubit model. After proposing suitable formulations, we discuss the performances and scalability of our approach in comparison to the theoretical performances of the algorithm.","[""Timothe Presles"", ""Cyrille Enderli"", ""Gilles Burel"", ""El Houssain Baghious""]",2025-01-02T09:14:14+00:00,2025-01-02T09:14:14+00:00,cs.ET,"[""cs.ET"", ""quant-ph""]","6 pages, 3 figures, 2 tables, presented at the SEE Radar 2024 Conference",,,http://arxiv.org/abs/2501.01154v1,https://arxiv.org/pdf/2501.01154v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01185,Measurable Improvement in Multi-Qubit Readout Using a Kinetic Inductance Traveling Wave Parametric Amplifier,"Increasing the size and complexity of quantum information systems requires highly-multiplexed readout architectures, as well as amplifier chains operating near the quantum limit (QL) of added noise. While documented prior efforts in KITWPA integration in quantum systems are scarce, in this work we demonstrate integration of a KI-TWPA with a multiplexed-qubit device. To quantify the system noise improvement we perform an ac Stark shift calibration to precisely determine noise power levels on-chip (at each cavity's reference plane) and the total system gain. We then characterize the qubit state measurement fidelity and the corresponding signal-to-noise ratio (SNR). To conduct the most faithful measurement of the benefits offered by the KI-TWPA we perform these measurements for readout chains where the high electron mobility transistor (HEMT) amplifier is the first-stage amplifier (FSA) - with none of the external hardware required to operate the KI-TWPA - and with the KI-TWPA as the FSA. While some readout cavities fall outside the KI-TWPA bandwidth, for those inside the bandwidth we demonstrate a maximum improvement in the state measurement SNR by a factor of 1.45, and increase the fidelity from 96.2% to 97.8%. These measurements demonstrate a system noise below 5 quanta referenced on-chip and we bound the KI-TWPA excess noise to be below 4 quanta for the six cavities inside its bandwidth. These results show a promising path forward for realizing quantum-limited readout chains in large qubit systems using a single parametric amplifier.","[""M. A. Castellanos-Beltran"", ""L. Howe"", ""A. Giachero"", ""M. R. Vissers"", ""D. Labranca"", ""J. N. Ullom"", ""P. F. Hopkins""]",2025-01-02T10:22:18+00:00,2025-01-02T10:22:18+00:00,quant-ph,"[""quant-ph"", ""cond-mat.supr-con""]",,,10.1109/TASC.2024.3525451,http://arxiv.org/abs/2501.01185v1,https://arxiv.org/pdf/2501.01185v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01214,Symmetric quantum computation,"We introduce a systematic study of ""symmetric quantum circuits"", a new restricted model of quantum computation that preserves the symmetries of the problems it solves. This model is well-adapted for studying the role of symmetry in quantum speedups, extending a central notion of symmetric computation studied in the classical setting. Our results establish that symmetric quantum circuits are fundamentally more powerful than their classical counterparts. First, we give efficient symmetric circuits for key quantum techniques such as amplitude amplification, phase estimation and linear combination of unitaries. In addition, we show how the task of symmetric state preparation can be performed efficiently in several natural cases. Finally, we demonstrate an exponential separation in the symmetric setting for the problem XOR-SAT, which requires exponential-size symmetric classical circuits but can be solved by polynomial-size symmetric quantum circuits.","[""Davi Castro-Silva"", ""Tom Gur"", ""Sergii Strelchuk""]",2025-01-02T11:54:13+00:00,2025-10-06T17:16:20+00:00,quant-ph,"[""quant-ph"", ""cs.CC""]",v2: added section on quantum advantage and improved presentation,,,http://arxiv.org/abs/2501.01214v2,https://arxiv.org/pdf/2501.01214v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01226,Modulational Instability and Dynamical Growth Blockade in the Nonlinear Hatano-Nelson Model,"The Hatano-Nelson model is a cornerstone of non-Hermitian physics, describing asymmetric hopping dynamics on a one-dimensional lattice, which gives rise to fascinating phenomena such as directional transport, non-Hermitian topology, and the non-Hermitian skin effect. It has been widely studied in both classical and quantum systems, with applications in condensed matter physics, photonics, and cold atomic gases. Recently, nonlinear extensions of the Hatano-Nelson model have opened a new avenue for exploring the interplay between nonlinearity and non-Hermitian effects. Particularly, in lattices with open boundary conditions, nonlinear skin modes and solitons, localized at the edge or within the bulk of the lattice, have been predicted. In this work, we examine the nonlinear extension of the Hatano-Nelson model with periodic boundary conditions and reveal a novel dynamical phenomenon arising from the modulational instability of nonlinear plane waves: growth blockade. This phenomenon is characterized by the abrupt halt of norm growth, as observed in the linear Hatano-Nelson model, and can be interpreted as a stopping of convective motion arising from self-induced disorder in the lattice.","[""Stefano Longhi""]",2025-01-02T12:20:28+00:00,2025-01-02T12:20:28+00:00,nlin.PS,"[""nlin.PS"", ""cond-mat.dis-nn"", ""quant-ph""]","14 pages, 5 figures","Adv. Physics Res. 4, 2400154 (2025)",10.1002/apxr.202400154,http://arxiv.org/abs/2501.01226v1,https://arxiv.org/pdf/2501.01226v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01249,Recurrence Criteria for Reducible Homogeneous Open Quantum Walks on the Line,"In this paper, we study the recurrence of Open Quantum Walks induced by finite-dimensional coins on the line ($\mathbb{Z}$) and on the grid ($\mathbb{Z}^2$). Two versions are considered: discrete-time open quantum walks (OQW) and continuous-time open quantum walks (CTOQW). We present three distinct recurrence criteria for OQWs on $\mathbb{Z}$, each adapted to different types of coins. The first criterion applies to coins whose auxiliary map has a unique invariant state, resulting in the first recurrence criterion for Lazy OQWs. The second one applies to Lazy OQWs of dimension 2, where we provide a complete characterization of the recurrence for this low-dimensional case. The third one presents a general criterion for finite-dimensional coins in the non-lazy case, which generalizes many of the previously known results for OQWs on $\mathbb{Z}$. Also, we present a general recurrence criterion for OQWs on $\mathbb{Z}^2$ via the open quantum jump chain, obtained from a recurrence criterion for CTOQWs on $\mathbb{Z}^2$.","[""Newton Loebens""]",2025-01-02T13:22:41+00:00,2026-03-19T19:49:36+00:00,quant-ph,"[""quant-ph""]",,,,http://arxiv.org/abs/2501.01249v4,https://arxiv.org/pdf/2501.01249v4,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01254,Heitler effect and resonance fluorescence in quantum magnonics,"We consider a coupled system of a qubit and a magnon mode in which the qubit is weakly driven. We demonstrate that the spectral steady-state responses of both the qubit and the magnon show, in addition to two sidebands split by the coupling, also a peak at the driving frequency with virtually zero linewidth. This phenomenon, which persists at both strong and weak coupling, is an analog of the Heitler effect in atomic physics, and shows the path towards building of coherent magnon sources.","[""Enes Ilbuğa"", ""V. V. Dobrovitski"", ""Ya. M. Blanter""]",2025-01-02T13:44:35+00:00,2025-01-02T13:44:35+00:00,cond-mat.mes-hall,"[""cond-mat.mes-hall"", ""quant-ph""]",10 pages including SI,,,http://arxiv.org/abs/2501.01254v1,https://arxiv.org/pdf/2501.01254v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01301,Four-Qubit Variational Algorithms in Silicon Photonics with Integrated Entangled Photon Sources,"Variational quantum algorithms are hybrid quantum-classical approaches extensively studied for their potential to leverage near-term quantum hardware for computational advantages. In this work, we successfully execute two variational quantum algorithms on a silicon photonic integrated circuit at room temperature: a variational quantum eigensolver for the Hydrogen molecule and a variational quantum factorization for semi-prime numbers. In our reconfigurable silicon photonic circuit, four identical spontaneous-four-wave-mixing-based integrated photon pair sources are used to prepare two path-entangled ququarts, whose correlation gives rise to the resource for generic trial states' preparation. This marks a first demonstration of variational quantum algorithms on a photonic quantum simulator with integrated photon pair sources.","[""Alessio Baldazzi"", ""Matteo Sanna"", ""Massimo Borghi"", ""Stefano Azzini"", ""Lorenzo Pavesi""]",2025-01-02T15:29:47+00:00,2025-01-02T15:29:47+00:00,quant-ph,"[""quant-ph""]","42 pages, 13 figures",,,http://arxiv.org/abs/2501.01301v1,https://arxiv.org/pdf/2501.01301v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01309,Constructive impact of Wannier-Stark field on environment-boosted quantum batteries,"Using the ground states of the Bose- and Fermi-Hubbard model as the battery's initial state, we demonstrate that using the Wannier-Stark (WS) field for charging in addition to onsite interactions can increase the maximum power of the battery. Although the benefit is not ubiquitous, bosonic batteries are more affected by the WS field than fermionic ones. In particular, there exists a critical WS field strength above which the power gets increased in the battery. Further, we determine a closed form expression of the stored work when the battery is in the ground state of the Bose- and Fermi-Hubbard model with only hopping term and the charging is carried out with onsite interactions and WS field irrespective of lattice-size of the battery. Moreover, we exhibit that it is possible to extract work in the fermionic batteries even without charging when the edge sites are attached to two local thermal baths having high temperatures -- this process we refer to as {\it environment-assisted ergotropy}. Note, however, that the bosonic batteries are able to exhibit such an environmental benefit in the transient regime when the lattice-size is increased and when Wannier-Stark field is present. Nonetheless, if the onsite interaction or WS potential with a critical strength is utilized as a charger, energy can be stored and extracted from both bosonic and fermionic batteries in the presence of the thermal baths.","[""Animesh Ghosh"", ""Tanoy Kanti Konar"", ""Leela Ganesh Chandra Lakkaraju"", ""Aditi Sen De""]",2025-01-02T15:45:15+00:00,2025-01-02T15:45:15+00:00,quant-ph,"[""quant-ph"", ""cond-mat.quant-gas"", ""cond-mat.str-el""]","10 pages, 8 figures",,,http://arxiv.org/abs/2501.01309v1,https://arxiv.org/pdf/2501.01309v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01381,Commutator Estimates and Quantitative Local Weyl's Law for Schrödinger Operators with Non-Smooth Potentials,"We analyze semi-classical Schrödinger operators with potentials of class $C^{1,1/2}$ and establish commutator estimates for the associated projection operators in Schatten norms. These are then applied to prove quantitative versions of the local and phase space Weyl laws in $L^p$ spaces. We study both non-interacting, and interacting particle systems. In particular, we are able to treat the case of the minimizers of the Hartree energy in the case of repulsive singular pair interactions such as the Coulomb potential.","[""Esteban Cárdenas"", ""Laurent Lafleche""]",2025-01-02T17:52:06+00:00,2025-02-21T20:08:55+00:00,math-ph,"[""math-ph"", ""math.AP"", ""math.SP"", ""quant-ph""]",52 pages,,,http://arxiv.org/abs/2501.01381v2,https://arxiv.org/pdf/2501.01381v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01385,Vacuum-induced atomic grating,"Atom-field interactions, induced by the vacuum of the electromagnetic field, exhibit a variety of fundamental phenomena and effects. In this paper, we study the electromagnetically induced atomic grating due to the vacuum state of the radiation field. Using an ensemble of cold atoms, strongly coupled to an optical cavity, we show that a probe field, propagating through the atomic medium, diffracts to zeroth and first-order diffraction peaks with few photons and even by the electromagnetic vacuum field of the cavity mode. As the number of photons in the cavity increases, the intensity of the first-order diffraction peak initially rises and then exhibits a decreasing trend. Furthermore, we observe that the first-order peak intensity reaches its maximum at resonance for both the vacuum and single-photon cavity state. However, as the number of photons increases further, this peak at resonance transforms into a dip, accompanied by two side peaks at off-resonance positions. This transition from a peak to a dip may potentially be used to distinguish the quantum state of the cavity.","[""Muhammad Shuraim"", ""Muhammad Waseem"", ""Shahid Qamar"", ""Muhammad Irfan""]",2025-01-02T17:58:57+00:00,2025-01-02T17:58:57+00:00,quant-ph,"[""quant-ph""]","8 pages, 8 figures","Phys. Rev. A 110, 063717 (2024)",10.1103/PhysRevA.110.063717,http://arxiv.org/abs/2501.01385v1,https://arxiv.org/pdf/2501.01385v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01391,Parallel assembly of neutral atom arrays with an SLM using linear phase interpolation,"We present fast parallel rearrangement of single atoms in optical tweezers into arbitrary geometries by updating holograms displayed by an ultra fast spatial light modulator. Using linear interpolation of the tweezer position and the optical phase between the start and end arrays, we can calculate and display holograms every few ms, limited by technology. To show the versatility of our method, we sort the same atomic sample into multiple geometries with success probabilities of 0.996(2) per rearrangement cycle. This makes the method a useful tool for rearranging large atom arrays for quantum computation and quantum simulation.","[""Ivo H. A. Knottnerus"", ""Yu Chih Tseng"", ""Alexander Urech"", ""Robert J. C. Spreeuw"", ""Florian Schreck""]",2025-01-02T18:06:31+00:00,2025-08-23T07:25:16+00:00,quant-ph,"[""quant-ph"", ""physics.atom-ph""]",,"SciPost Phys. 19, 118 (2025)",10.21468/SciPostPhys.19.4.118,http://arxiv.org/abs/2501.01391v4,https://arxiv.org/pdf/2501.01391v4,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01399,Three-dimensional quantum anomalous Hall effect in Weyl semimetals,"The quantum anomalous Hall effect (QAHE) is a quantum phenomenon in which a two-dimensional system exhibits a quantized Hall resistance $h/e^2$ in the absence of magnetic field, where $h$ is the Planck constant and $e$ is the electron charge. In this work, we extend this novel phase to three dimensions and thus propose a three-dimensional QAHE exhibiting richer and more versatile transport behaviors. We first confirm this three-dimensional QAHE through the quantized Chern number, then establish its bulk-boundary correspondence, and finally reaffirm it via the distinctive transport properties. Remarkably, we find that the three-dimensional QAHE hosts two chiral surface states along one spatial direction while a pair of chiral hinge states along another direction, and the location of the hinge states depends sensitively on the Fermi energy. These two types of boundary states are further connected through a perpendicular chiral surface states, whose chirality is also Fermi energy dependent. Consequently, depending on the transport direction, its Hall resistance can quantize to $0$, $h/e^2$, or $\pm h/e^2$ when the Fermi energy is tuned across the charge neutral point. This three-dimensional QAHE not only fill the gap in the Hall effect family but also holds significant potentials in device applications such as in-memory computing.","[""Zhi-Qiang Zhang"", ""Yu-Hang Li"", ""Ming Lu"", ""Hongfang Liu"", ""Hailong Li"", ""Hua Jiang"", ""X. C. Xie""]",2025-01-02T18:23:37+00:00,2026-01-11T02:14:53+00:00,cond-mat.mes-hall,"[""cond-mat.mes-hall"", ""cond-mat.mtrl-sci"", ""physics.app-ph"", ""quant-ph""]","4 pages, 2 figures","Science Bulletin 70 (22), 3729 (2025)",10.1016/j.scib.2025.09.037,http://arxiv.org/abs/2501.01399v2,https://arxiv.org/pdf/2501.01399v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.02022,"Magnetic moments in the Poynting theorem, Maxwell equations, Dirac equation, and QED","This paper examines the theory of electron magnetic dipole moment interactions with magnetic fields or other electrons in classical and quantum electrodynamics. We show that these interactions may be described by a version of the Poynting theorem that is extended to take into account energetics of the interaction of magnetic dipole moments with inhomogeneous magnetic fields. This extension of the Poynting theorem is linked to an extension of the Maxwell equations that takes into account magnetic dipole moment sources. We provide detailed descriptions of the interactions based on both the extended Poynting theorem and on conventional quantum electrodynamics expressed in terms of electromagnetic fields and show that these apparently different formulations can give consistent results. In both cases, we express the interactions in terms of electromagnetic fields only, without the use of potentials. The main focus is on magnetic dipole interactions, and magnetic monopole interactions are not considered.","[""Peter J Mohr""]",2025-01-02T18:32:45+00:00,2026-04-20T18:35:46+00:00,physics.class-ph,"[""physics.class-ph"", ""quant-ph""]","31 pages, 1 figure",,,http://arxiv.org/abs/2501.02022v4,https://arxiv.org/pdf/2501.02022v4,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01411,Maximally Extendable Product Codes are Good Coboundary Expanders,"We investigate the coboundary expansion property of tensor product codes, known as product expansion, which plays an important role in recent constructions of good quantum LDPC codes and classical locally testable codes. Prior research has shown that this property is equivalent to agreement testability and robust testability for products of two codes with linear distance. However, for products of more than two codes, product expansion is a strictly stronger property. In this paper, we prove that a collection of an arbitrary number of random codes over a sufficiently large field has good product expansion. We believe that, in the case of four codes, the same ideas can be used to construct good quantum locally testable codes, in a way similar to the current constructions that use only products of two codes.","[""Gleb Kalachev"", ""Pavel Panteleev""]",2025-01-02T18:56:01+00:00,2025-10-21T22:25:56+00:00,cs.IT,"[""cs.IT"", ""quant-ph""]","13 pages, 3 figures; accepted to the 66th IEEE Symposium on Foundations of Computer Science (FOCS 2025)",,,http://arxiv.org/abs/2501.01411v2,https://arxiv.org/pdf/2501.01411v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01412,Polynomial Time Quantum Gibbs Sampling for Fermi-Hubbard Model at any Temperature,"Recently, there have been several advancements in quantum algorithms for Gibbs sampling. These algorithms simulate the dynamics generated by an artificial Lindbladian, which is meticulously constructed to obey a detailed-balance condition with the Gibbs state of interest, ensuring it is a stationary point of the evolution, while simultaneously having efficiently implementable time steps. The overall complexity then depends primarily on the mixing time of the Lindbladian, which can vary drastically, but which has been previously bounded in the regime of high enough temperatures [Rouzé et al. arXiv:2403.12691 and arXiv:2411.04885]. In this work, we calculate the spectral gap of the Lindbladian for free fermions using third quantisation, and also prove a logarithmic bound on its mixing time by analysing corresponding covariance matrices. Then we prove a constant gap of the perturbed Lindbladian corresponding to interacting fermions up to some maximal coupling strength. This is achieved by using theorems about stability of the gap for lattice fermions. Our methods apply at any constant temperature and independently of the system size. The gap then provides an upper bound on the mixing time, and hence on the overall complexity of the quantum algorithm, proving that the purified Gibbs state of weakly interacting (quasi-)local fermionic systems of any dimension can be prepared in $\widetilde{\mathcal{O}} (n^3 \operatorname{polylog}(1/ε))$ time on $\mathcal{O}(n)$ qubits, where $n$ denotes the size of the system and $ε$ the desired accuracy. As an application, we explain how to calculate partition functions for the considered systems. We provide exact numerical simulations for small system sizes supporting the theory and also identify different suitable jump operators and filter functions for the sought-after regime of intermediate coupling in the Fermi-Hubbard model.","[""Štěpán Šmíd"", ""Richard Meister"", ""Mario Berta"", ""Roberto Bondesan""]",2025-01-02T18:56:02+00:00,2025-04-01T13:27:22+00:00,quant-ph,"[""quant-ph"", ""math-ph""]","35 pages, 8 figures. Version 2 includes new results on rapid mixing of free fermions and a method for calculating the partition function","Nature Communications 16, 10736 (2025)",10.1038/s41467-025-65765-1,http://arxiv.org/abs/2501.01412v2,https://arxiv.org/pdf/2501.01412v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01415,Casimir Effect in Stochastic Semi-Classical Gravity,"This article aims to examine the Casimir effect in the framework of stochastic semi-classical gravity. We commence with the semi-classical Einstein-Langevin equation, which introduces a first-order correction to the semi-classical gravity theory. Subsequently, we analyze the alteration in the Casimir force caused by this type of correction. Our results demonstrate that the corrections exhibit significant sensitivity to both the distance between the two parallel plates and the order parameter of the weak field. This finding underscores the nuanced interplay between these factors and the overall behavior of the system, providing valuable insights into the underlying dynamics.","[""M. Hossein. B. Khoshnevis"", ""Sadaf Ebadi"", ""M. Reza Lahooti"", ""Reza Pirmoradian""]",2025-01-02T18:56:25+00:00,2025-01-02T18:56:25+00:00,quant-ph,"[""quant-ph""]",12 pages and 6 figures,,,http://arxiv.org/abs/2501.01415v1,https://arxiv.org/pdf/2501.01415v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01507,Transfer Learning Analysis of Variational Quantum Circuits,This work analyzes transfer learning of the Variational Quantum Circuit (VQC). Our framework begins with a pretrained VQC configured in one domain and calculates the transition of 1-parameter unitary subgroups required for a new domain. A formalism is established to investigate the adaptability and capability of a VQC under the analysis of loss bounds. Our theory observes knowledge transfer in VQCs and provides a heuristic interpretation for the mechanism. An analytical fine-tuning method is derived to attain the optimal transition for adaptations of similar domains.,"[""Huan-Hsin Tseng"", ""Hsin-Yi Lin"", ""Samuel Yen-Chi Chen"", ""Shinjae Yoo""]",2025-01-02T19:26:25+00:00,2025-07-14T20:11:55+00:00,quant-ph,"[""quant-ph"", ""cs.AI"", ""cs.LG""]",Published at ICASSP 2025,,10.1109/ICASSPW65056.2025.11011037,http://arxiv.org/abs/2501.01507v3,https://arxiv.org/pdf/2501.01507v3,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01549,"Quantum Error Correction with Goppa Codes from Maximal Curves: Design, Simulation, and Performance","This paper characterizes Goppa codes of certain maximal curves over finite fields defined by equations of the form $y^n = x^m + x$. We investigate Algebraic Geometric and quantum stabilizer codes associated with these maximal curves and propose modifications to improve their parameters. The theoretical analysis is complemented by extensive simulation results, which validate the performance of these codes under various error rates. We provide concrete examples of the constructed codes, comparing them with known results to highlight their strengths and trade-offs. The simulation data, presented through detailed graphs and tables, offers insights into the practical behavior of these codes in noisy environments. Our findings demonstrate that while the constructed codes may not always achieve optimal minimum distances, they offer systematic construction methods and interesting parameter trade-offs that could be valuable in specific applications or for further theoretical study.","[""Vahid Nourozi""]",2025-01-02T21:43:59+00:00,2025-01-02T21:43:59+00:00,math.AG,"[""math.AG"", ""quant-ph""]",,,10.1142/S1793830925500090,http://arxiv.org/abs/2501.01549v1,https://arxiv.org/pdf/2501.01549v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01553,Developing a practical model for noise in entangled photon detection,"We develop a comprehensive model for the effective two-photon density matrix produced by a parametric source of entangled photon pairs under a variety of detector configurations commonly seen in a laboratory setting: two and four photon number-resolving (PNR) and threshold detectors. We derive the probability of obtaining a single coincidence assuming Poisson-distributed photon pairs, non-unit detection efficiency, and dark counts; obtain the effective density matrix; and use this quantity to compute the fidelity of the generated quantum state. The 4 PNR case admits an analytic result valid for any combination of parameters, while all other cases leverage low-efficiency approximations to arrive at closed-form expressions. Interestingly, our model reveals appreciable fidelity improvements from four detectors as opposed to two yet minimal advantages for PNR over threshold detectors in the regimes explored. Overall, our work provides a valuable tool for the quantitative design of two-photon experiments under realistic nonidealities.","[""Taman Truong"", ""Christian Arenz"", ""Joseph M. Lukens""]",2025-01-02T22:06:12+00:00,2025-08-22T17:54:07+00:00,quant-ph,"[""quant-ph"", ""physics.optics""]","15 pages, 4 figures","Phys. Rev. A 112, 023706 (2025)",10.1103/64lg-dwnm,http://arxiv.org/abs/2501.01553v2,https://arxiv.org/pdf/2501.01553v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01603,pyBoLaNO: A Python symbolic package for normal ordering involving bosonic ladder operators,"We present pyBoLaNO, a Python symbolic package based on SymPy to quickly normal-order (Wick-order) any polynomial in bosonic ladder operators. By extension, this package offers the normal ordering of commutators of any two polynomials in bosonic ladder operators and the evaluation of the normal-ordered expectation value evolution in the Lindblad master equation framework for open quantum systems. The package also supports multipartite descriptions and multiprocessing. We describe the package's workflow, show examples of use, and discuss its computational performance. All codes and examples are available on our GitHub repository.","[""Hendry M. Lim"", ""Donny Dwiputra"", ""M. Shoufie Ukhtary"", ""Ahmad R. T. Nugraha""]",2025-01-03T02:33:15+00:00,2025-04-17T09:16:01+00:00,quant-ph,"[""quant-ph"", ""math-ph"", ""physics.comp-ph""]","14 pages, 2 figures; GitHub repository at https://github.com/hendry24/pyBoLaNO; More detailed analysis in the Performance section; Addressed the ambiguity in the terminology; Added LaTeX renders of the demonstration outputs; Typesetting fixes and other small tweaks",Computer Physics Communications 313 (2025); 109622,10.1016/j.cpc.2025.109622,http://arxiv.org/abs/2501.01603v2,https://arxiv.org/pdf/2501.01603v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01646,Noise-Mitigated Variational Quantum Eigensolver with Pre-training and Zero-Noise Extrapolation,"As a hybrid quantum-classical algorithm, the variational quantum eigensolver is widely applied in quantum chemistry simulations, especially in computing the electronic structure of complex molecular systems. However, on existing noisy intermediate-scale quantum devices, some factors such as quantum decoherence, measurement errors, and gate operation imprecisions are unavoidable. To overcome these challenges, this study proposes an efficient noise-mitigating variational quantum eigensolver for accurate computation of molecular ground state energies in noisy environments. We design the quantum circuit with reference to the structure of matrix product states and utilize it to pre-train the circuit parameters, which ensures circuit stability and mitigates fluctuations caused by initialization. We also employ zero-noise extrapolation to mitigate quantum noise and combine it with neural networks to improve the accuracy of the noise-fitting function, which significantly eliminates noise interference. Furthermore, we implement an intelligent grouping strategy for measuring Hamiltonian Pauli strings, which not only reduces measurement errors but also improves sampling efficiency. We perform numerical simulations to solve the ground state energy of the $H_4$ molecule by using MindSpore Quantum framework, and the results demonstrate that our algorithm can constrain noise errors within the range of $\mathcal{O}(10^{-2}) \sim \mathcal{O}(10^{-1})$, outperforming mainstream variational quantum eigensolvers. This work provides a new strategy for high-precision quantum chemistry calculations on near-term noisy quantum hardware. The updated code is available at https://gitee.com/mindspore/mindquantum/tree/research/paper_with_code/eigensolver_with_mps_and_ZNE or https://github.com/mindspore-lab/models/tree/master/research/arxiv_papers/MPS_eigensolver_with_ZNE.","[""Wanqi Sun"", ""Jungang Xu"", ""Chenghua Duan""]",2025-01-03T05:34:36+00:00,2025-01-27T02:01:48+00:00,quant-ph,"[""quant-ph""]",Accepted to IEEE ICASSP 2025,,,http://arxiv.org/abs/2501.01646v2,https://arxiv.org/pdf/2501.01646v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01647,Quantum state transfer of superposed multi-photon states via phonon-induced dynamic resonance in an optomechanical system,"We propose a method to transfer macroscopically superposed states between two optical cavities mediated by a mechanical oscillator, which works in a nonlinear regime of optomechanical interaction. Our approach relies on the phonon-induced dynamic resonance, where the motion of mechanical oscillator dynamically sets on/off the resonance between two cavities. Our method assumes high amplitude limit of oscillator, weak coupling between optical cavities, and adiabatic approximation. We show that, under these conditions, various multi-photon quantum states, especially, Schr{ö}dinger cat states, can be transferred with nearly perfect fidelity in a deterministic process. We show that transfer fidelity of 0.99 can be achieved using the experimental parameters in currently available technology.","[""Xuanloc Leu"", ""Xuan-Hoai Thi Nguyen"", ""Jinhyoung Lee""]",2025-01-03T05:36:11+00:00,2025-01-03T05:36:11+00:00,quant-ph,"[""quant-ph""]",8 figures,,,http://arxiv.org/abs/2501.01647v1,https://arxiv.org/pdf/2501.01647v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.01671,Electron hopping induced phonon pumping in opto-mechanical molecular nanocavities,"Plasmonic molecular nanojunctions exhibit opto-mechanical coupling at the nanoscale, enabling intertwined optical, vibrational and electronic phenomena. Here, we demonstrate plasmon-mediated phonon pumping, driven by inelastic electron hopping in conductive molecules, which results in strong Raman nonlinearity at the light intensities almost three orders of magnitude lower than in the conventional opto-mechanical systems and up to four-fold enhancement of the effective Raman polarizability due to vibrational electron-phonon coupling, as confirmed by the significant increase in anti-Stokes Raman scattering intensity, indicating enhanced vibrational occupancy. We also developed a microscopic framework of opto-mechanical electron-phonon coupling in molecular nanojunctions based on the Marcus electron hopping. Systematically varying electrical conductance of the molecules in the junction and laser intensity, we observed the transition between a photo-assisted tunneling regime and an electron hopping process. Our findings provide a microscopic description for vibrational, optical, and electronic phenomena in plasmonic nanocavities important for efficient phonon lasing, representing the first attempt to exploit conductive molecules as quantum-mechanical oscillators.","[""Yu Bai"", ""Ilya Razdolski"", ""Zhizi Guan"", ""Ping Tang"", ""Xiu Liang"", ""David J. Srolovitz"", ""Anatoly V. Zayats"", ""Dangyuan Lei""]",2025-01-03T07:05:48+00:00,2025-07-17T05:28:46+00:00,physics.optics,"[""physics.optics"", ""quant-ph""]",,,,http://arxiv.org/abs/2501.01671v3,https://arxiv.org/pdf/2501.01671v3,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
